,Player,Position,Height,Weight,Draft Year,2024-2025 Leagues,2024-2025 Team,NHL Rights,2025 NHL Equivalency,Star Probability,NHLer Probability
2717,Matus Ziak,D,"6'4""",172,2,slovakia-u20,HKM Zvolen U20,-,1.34,0.21%,0.21%
579,Axel Lindqvist,D,"6'4""",196,0,"j18 allsvenskan, superelit, j18-elit",Linköping HC J18,-,1.01,0.21%,0.87%
2719,Miikka Sundgren,F,"5'11""",185,3,u20 sm-liiga,KalPa U20,-,6.11,0.21%,0.38%
580,Matvei Kozyrskikh,F,"5'11""",172,0,"mhl, russia-u18",Belye Medvedi Chelyabinsk,-,3.65,0.21%,0.79%
2721,Ivan Fankhauser,D,"5'11""",157,5,swissdiv1,EHC Wiki-Münsingen,-,0.99,0.21%,0.02%
2722,Yegor Martynov,D,"6'1""",181,3,"vhl, mhl",MHK Spartak Moskva,-,3.91,0.21%,0.47%
581,Kristopher Richards,D,"6'3""",209,0,ushs-prep,Cushing Academy,-,0.65,0.21%,1.53%
2724,David Svozil,D,"6'2""",176,1,ohl,Oshawa Generals,-,2.68,0.21%,0.29%
2725,Victor Mancini,D,"6'3""",229,5,"ahl, nhl",totals,New York Rangers,17.56,0.21%,25.75%
582,Kirill Kazakov,D,"6'2""",172,0,russia-u18,Atlant Mytishchi U18,-,1.6,0.21%,0.53%
2727,Tobias Sablattnig,D,"6'0""",181,4,ebel,EC-KAC,-,5.98,0.21%,0.36%
2728,Gleb Reshetko,D,"6'2""",185,2,"wjc-20, mhl, bchl",Snezhnye Barsy Astana,-,2.68,0.21%,0.51%
2729,Alex Lapin,F,"5'6""",154,5,vhl,Ryazan-VDV,-,9.75,0.21%,0.13%
2730,Denis Hodas,F,"6'1""",201,2,nahl,North Iowa Bulls,-,3.62,0.21%,0.38%
2731,Valtteri Karnaranta,F,"5'9""",159,4,mestis,Hermes,-,11.11,0.21%,0.22%
2732,Lewis Gendron,F,"5'8""",161,1,qmjhl,totals,-,6.4,0.21%,0.24%
2733,Dennison Monahan,D,"6'5""",212,1,bchl,Victoria Grizzlies,-,1.58,0.21%,1.01%
2734,Georgi Kondratyev,D,"6'0""",165,2,nmhl,Dynamo-576 St. Petersburg,-,1.57,0.21%,0.09%
2735,Andreas Okany,F,"5'10""",165,5,liiga,KalPa,-,12.06,0.21%,0.17%
2736,Natan Grenier,D,"5'11""",174,2,qmjhl,Moncton Wildcats,-,4.47,0.21%,0.56%
583,Vladislav Bondar,D,"6'0""",183,0,mhl,totals,-,3.47,0.21%,0.69%
2738,Erik Wittwer,F,"6'1""",207,2,u20-elit,HC Davos U20,-,3.07,0.21%,0.46%
2739,Benjamin Pietila,F,"5'7""",170,1,"liiga, u20 sm-liiga",Kärpät U20,-,5.48,0.21%,0.27%
2740,Owen Phillips,D,"6'0""",192,1,qmjhl,Halifax Mooseheads,-,2.92,0.21%,0.48%
2741,Sisu Yliniemi,F,"5'9""",165,4,liiga,totals,-,8.35,0.21%,0.47%
2742,Yegor Morozov,D,"5'11""",172,3,belarus-vysshaya,Belstal Zhlobin,-,4.11,0.21%,0.17%
584,Owen Schoettler,D,"6'0""",185,0,whl,Spokane Chiefs,-,3.07,0.21%,0.68%
2744,Logan Peskett,F,"6'2""",194,1,"whl, ajhl",Drumheller Dragons,-,3.66,0.21%,1.16%
2745,Tobias Ohman,F,"5'7""",165,1,ushl,Chicago Steel,-,6.88,0.21%,0.25%
2746,Teddy Merrill,F,"5'11""",185,2,ushl,Dubuque Fighting Saints,-,4.25,0.21%,0.34%
2747,Will Elger,F,"6'2""",174,2,ncaa,Providence College,-,7.94,0.21%,0.79%
2748,Zakhar S. Zakharov,F,"5'10""",159,2,nmhl,MHK Yermak Angarsk,-,5.97,0.21%,0.26%
2749,Karson Young,D,"6'0""",174,1,"nahl, ushs-mn",Cloquet High,-,2.58,0.21%,0.28%
2750,Jimi Matikainen,D,"5'11""",183,1,ii-divisioona,Malax IF,-,1.58,0.21%,0.25%
2751,Maximus Wanner,D,"6'3""",185,4,ahl,totals,Edmonton Oilers,4.32,0.21%,0.92%
585,Brenden Kranz,D,"6'3""",205,0,ushs-mn,Osseo High,-,1.82,0.21%,1.37%
586,Kirill Lozovsky,D,"6'0""",183,0,mhl,Dinamo-Shinnik Bobruysk,-,2.81,0.21%,0.83%
587,Aidan Tkachuk,F,"6'3""",201,0,ajhl,Canmore Eagles,-,3.34,0.21%,0.99%
2755,Roman Bolshedvorsky,D,"6'5""",207,1,"wjc-20, mhl",Snezhnye Barsy Astana,-,0.33,0.21%,0.59%
2756,Michal Frankovic,F,"6'0""",190,1,"slovakia, slovakia-u20, nahl",HK Spisska Nova Ves U20,-,3.71,0.21%,0.66%
2757,Hannes Wenell,D,"5'10""",159,5,division-1,Lindlövens IF,-,1.49,0.21%,0.01%
2758,Pavel Shelkovsky,F,"5'9""",176,1,belarus-vysshaya,Medvedi Vitebsk,-,4.95,0.21%,0.28%
2759,Vladislav Komarov,D,"6'0""",161,5,kazakhstan,HK Aktobe,-,4.23,0.21%,0.04%
2760,Luke Mcnamara,F,"6'3""",181,2,ohl,totals,-,5.25,0.21%,1.08%
2761,Juan Copeland,F,"5'11""",174,2,bchl,totals,-,3.29,0.21%,0.43%
2762,Nikita Shalyshkin,F,"6'0""",181,4,vhl,Zvezda Moskva,-,7.63,0.21%,1.15%
2763,Jayden Joly,F,"5'10""",183,2,"ajhl, bchl",Calgary Canucks,-,5.03,0.21%,0.21%
2764,Nathan Omeri,D,"5'11""",174,1,ohl,Sarnia Sting,-,0.89,0.21%,0.12%
588,Brent Solomon,F,"5'11""",165,0,"ushl, ushs-mn",Champlin Park High,-,5.03,0.21%,0.58%
2766,Denis Svoboda,D,"6'0""",231,2,"czech-u20, czech2",HC Kometa Brno U20,-,3.48,0.21%,4.97%
2767,Niklas Gudmundson,F,"5'10""",187,2,mjhl,Winkler Flyers,-,4.73,0.21%,0.28%
2768,Santeri Haakana,D,"5'10""",172,4,mestis,totals,-,2.24,0.21%,0.13%
589,Cullen Tully,D,"6'4""",181,0,ushs-prep,Taft School,-,0.58,0.21%,0.84%
2770,Denis Malov,F,"6'0""",172,2,"vhl, mhl",Omskie Yastreby,-,5.81,0.21%,0.93%
2771,Chris Barlas,F,"5'10""",181,2,ohl,Ottawa 67's,-,5.47,0.21%,0.28%
2772,Jerkko Virtala,D,"6'0""",165,4,mestis,Hermes,-,4.99,0.21%,0.06%
590,Theo Sonestedt,F,"6'0""",190,0,"j18 allsvenskan, superelit, j18-elit",HV71 J20,-,1.87,0.21%,0.76%
2774,Benjamin Brunelle,F,"6'4""",194,2,qmjhl,Rouyn-Noranda Huskies,-,4.78,0.21%,1.5%
2775,Jacob Kraft,F,"5'8""",181,4,ncaa,Cornell Univ.,-,5.74,0.21%,0.2%
2776,Nathan Lewis,F,"6'6""",209,3,ncaa,Ohio State Univ.,-,3.4,0.21%,5.05%
2777,Fabio Murer,D,"6'0""",176,4,nlb,GC Küsnacht Lions,-,2.69,0.21%,0.09%
2778,Alex Mirzabalayev,F,"5'11""",176,4,vhl,Omskie Krylia,-,12.28,0.21%,0.37%
2779,Brody Wenner,D,"6'3""",181,1,ushs-mn,New Ulm High,-,0.73,0.21%,0.24%
2780,Anton Plekhov,F,"5'10""",165,1,mhl,Sakhalinskiye Akuly,-,6.12,0.21%,0.49%
2781,Saveli Ilyasov,D,"5'11""",157,2,nmhl,Khors Podolsk,-,4.08,0.21%,0.17%
2782,Andrew Karkoc,F,"6'5""",205,1,nahl,totals,-,3.01,0.21%,1.68%
2783,Theo Wallberg,D,"6'5""",203,3,ncaa,Ohio State Univ.,Ottawa Senators,4.71,0.21%,2.6%
591,Mason Jenson,F,"5'9""",163,0,"ushl, ushs-mn",Rogers High,-,5.07,0.21%,0.51%
2785,Max Ferkodic,F,"6'1""",205,3,"slovakia2, slovakia-u20, nahl",North Iowa Bulls,-,6.6,0.21%,0.63%
2786,Chase Wheatcroft,F,"6'2""",192,5,ahl,Texas Stars,-,12.87,0.21%,3.87%
2787,Cody Pisarczyk,F,"5'11""",187,2,ajhl,Calgary Canucks,-,4.68,0.21%,0.19%
2788,Jonah Aegerter,F,"5'9""",183,3,ushl,totals,-,5.46,0.21%,0.17%
2789,German Shulenin,F,"6'0""",165,3,mhl,AKM Tula,-,11.76,0.2%,1.1%
592,Igor Zelko,D,"6'0""",190,0,russia-u18,Dynamo-Yunior St. Petersburg U18,-,2.18,0.2%,0.82%
593,Artur Gataullin,F,"5'11""",159,0,"mhl, russia-u18",Belye Medvedi Chelyabinsk,-,4.35,0.2%,0.8%
2792,Michael Ryan,D,"5'8""",170,2,nahl,Wisconsin Windigo,-,4.84,0.2%,0.23%
2793,Michael Malatino,F,"5'10""",183,1,nahl,North Iowa Bulls,-,4.74,0.2%,0.25%
594,Oleg Khomchenko,F,"6'1""",179,0,mhl,Dinamo-Shinnik Bobruysk,-,3.59,0.2%,0.64%
2795,Leonid Zilev,F,"6'0""",194,2,mhl,Loko Yaroslavl,-,6.79,0.2%,0.77%
2796,Brandt Harper,D,"6'0""",192,1,ushl,totals,-,3.24,0.2%,0.9%
2797,Donovan Frias,F,"6'4""",201,2,ncaa,Yale Univ.,-,6.36,0.2%,1.0%
595,Petr Minar,F,"5'11""",187,0,j18-elit,Sollentuna HC J18,-,3.78,0.2%,0.6%
596,Kalle Hemstrom,F,"6'3""",196,0,"superelit, j18-elit",Malmö Redhawks J20,-,2.58,0.2%,1.19%
597,Drew Allison,D,"6'2""",192,0,qmjhl,Baie-Comeau Drakkar,-,1.32,0.2%,0.94%
2801,William-Charles Bishop,D,"6'0""",201,3,qmjhl,Val-d'Or Foreurs,-,6.2,0.2%,0.57%
598,Eero Ahtinen,D,"6'1""",165,0,u18 sm-sarja,TUTO Hockey U18,-,2.08,0.2%,0.55%
2803,Liam Coutu,F,"6'3""",187,1,usphl-premier,Elmira Impact,-,10.85,0.2%,3.17%
599,Jeremiah Mundy,F,"6'3""",201,0,"wjc-18, u20-elit",HC Davos U20,-,2.91,0.2%,1.14%
2805,Jeremie Minville,F,"6'0""",183,3,qmjhl,Gatineau Olympiques,-,9.67,0.2%,0.62%
2806,Logan Cunningham,D,"6'1""",185,3,ajhl,Grande Prairie Storm,-,3.67,0.2%,0.21%
2807,Raegan Wiles,D,"5'11""",185,5,usports,St. Francis Xavier Univ.,-,6.13,0.2%,0.38%
2808,Charlie Leddy,D,"6'2""",185,3,ncaa,Quinnipiac Univ.,New Jersey Devils,4.72,0.2%,0.53%
2809,Ben Saunderson,D,"6'1""",190,2,whl,Saskatoon Blades,-,6.22,0.2%,0.99%
600,Villiam Lederud,F,"6'4""",205,0,"j18-elit, j20-elit",BIK Karlskoga J18,-,1.87,0.2%,1.69%
2811,Noel Gunler,F,"6'2""",185,5,ahl,Chicago Wolves,Carolina Hurricanes,14.31,0.2%,5.52%
2812,August Lissel,F,"6'3""",187,1,"superelit, shl",Leksands IF J20,-,5.81,0.2%,1.45%
601,Ilya Volgin,D,"5'9""",157,0,"mhl, russia-u18",Krasnoyarskie Rysi,-,3.45,0.2%,0.32%
2814,Cooper Sharp,D,"6'0""",183,2,bchl,Sherwood Park Crusaders,-,3.04,0.2%,0.25%
2815,Coco Armstrong,F,"6'0""",185,1,whl,Spokane Chiefs,-,4.34,0.2%,0.57%
2816,Brendan Dunphy,D,"6'5""",198,1,"whl, bchl",Wenatchee Wild,-,4.46,0.2%,1.77%
602,Jackson Fox,F,"5'11""",170,0,nahl,Fairbanks Ice Dogs,-,4.26,0.2%,0.72%
2818,Jace Erickson,D,"6'2""",185,1,nahl,New Mexico Ice Wolves,-,1.31,0.2%,0.25%
603,Carter Murphy,D,"6'3""",190,0,usphl-premier,Decatur Blaze,-,0.9,0.2%,0.77%
2820,Kyle Smolen,F,"5'11""",176,5,ncaa,Arizona State Univ.,-,13.62,0.2%,0.43%
2821,Alix Durocher,F,"5'10""",170,1,qmjhl,Val-d'Or Foreurs,-,6.78,0.2%,0.69%
2822,Timur Aplin,F,"5'10""",185,1,"vhl, mhl",Omskie Yastreby,-,5.34,0.2%,0.28%
604,Weston Schenkelberg,F,"6'1""",187,0,ushs-mn,Hopkins High,-,3.27,0.2%,0.74%
605,Lirim Amidovski,F,"6'1""",174,0,ohl,North Bay Battalion,-,5.64,0.2%,0.89%
2825,Tomas Pilat,F,"5'11""",179,2,czech-u20,Berani Zlín U20,-,6.21,0.2%,0.56%
2826,David Jesus,D,"6'4""",187,5,usports,Univ. of Windsor,-,6.43,0.2%,1.55%
2827,Vilhelm Rathje,D,"6'0""",165,4,denmark2,Hvidovre II,-,1.34,0.2%,0.04%
2828,Simon Meier,F,"5'10""",168,2,"wjc-20, bchl",Penticton Vees,-,5.59,0.2%,0.38%
606,Anthony Bongo,D,"5'10""",165,0,ushl,Sioux Falls Stampede,-,3.1,0.2%,0.45%
607,Dmitri Lavrov,F,"5'10""",170,0,russia-u18,GUOR Yaroslavl U18,-,4.09,0.2%,0.68%
2831,Gavin Lindberg,F,"6'0""",192,3,ncaa,Colorado College,-,4.29,0.2%,0.78%
2832,Janne Peltonen,D,"6'3""",185,2,"u20 sm-liiga, mestis",Hermes,Chicago Blackhawks,3.1,0.2%,0.41%
2833,Matyas Man,D,"6'5""",198,1,czech-u20,HC Vítkovice U20,-,2.9,0.2%,1.25%
2834,Cameron Macdonald,F,"6'2""",194,4,usports,Acadia Univ.,Tampa Bay Lightning,9.51,0.2%,1.12%
2835,J.R. Perdion,F,"5'11""",181,4,ncaa,Long Island Univ.,-,9.23,0.2%,0.33%
608,Ivan Porada,F,"6'0""",183,0,mhl,Loko-76 Yaroslavl,-,2.74,0.2%,0.78%
2837,Max Lind,F,"6'2""",201,1,superelit,Djurgårdens IF J20,-,4.62,0.2%,0.76%
2838,Alexei Kurganovich,D,"5'10""",176,1,belarus-vysshaya,Yunior Minsk,-,0.8,0.2%,0.11%
609,Candon O'Neill,D,"6'0""",190,0,ojhl,Trenton Golden Hawks,-,1.65,0.2%,0.86%
2840,Lenny Greenberg,D,"6'0""",174,2,"ohl, bchl",Alberni Valley Bulldogs,-,4.76,0.2%,0.29%
2841,Arvid Westlin,F,"5'11""",181,1,"allsvenskan, superelit",Tingsryds AIF,-,5.84,0.2%,0.36%
2842,Felix Bedard,F,"6'0""",185,3,usports,Carleton Univ.,-,10.58,0.2%,0.43%
2843,Brennan Nelson,F,"5'11""",205,4,ncaa,Long Island Univ.,-,3.97,0.2%,0.35%
2844,Patrick Rrbu Elvsveen,F,"5'10""",187,4,norway,Stavanger Oilers,-,6.3,0.2%,0.14%
2845,Sam Hope,F,"5'11""",205,1,mjahl,totals,-,2.28,0.2%,0.35%
610,Kazden Mathies,F,"5'11""",190,0,whl,totals,-,3.12,0.2%,0.59%
2847,Alessandro Segafredo,F,"6'1""",185,2,"nla, nlb",GC Küsnacht Lions,-,6.22,0.2%,0.32%
2848,Edouard Cournoyer,D,"5'8""",190,5,usports,Univ. of Québec-Trois-Rivières,-,6.29,0.2%,0.17%
611,Teodor Friberg,F,"6'4""",201,0,"j18 allsvenskan, superelit, j18-elit",Färjestad BK J20,-,2.27,0.2%,1.3%
2850,Spencer Penner,D,"6'0""",161,3,mjhl,Steinbach Pistons,-,1.5,0.2%,0.04%
2851,Christoph Tialler,D,"6'0""",187,4,ebel,Black Wings Linz,-,6.31,0.2%,0.19%
2852,Nikita Blednov,F,"5'10""",165,3,vhl,totals,-,8.28,0.2%,0.52%
2853,Jack Willson,D,"5'8""",174,2,ushl,Youngstown Phantoms,-,2.43,0.2%,0.12%
2854,Vincent Salice,F,"5'7""",174,4,ncaa,Army (U.S. Military Academy),-,6.36,0.2%,0.1%
2855,Adam Hamrla,D,"6'0""",183,1,czech-u20,Berani Zlín U20,-,4.16,0.2%,0.44%
2856,Jordan Brothers,F,"6'2""",185,1,nahl,totals,-,3.81,0.2%,0.84%
612,Martin Kalis,F,"6'2""",187,0,"wjc-18, slovakia, slovakia2, slovakia-u20",HK Dukla Trencin,-,3.67,0.2%,0.83%
613,Chase Klute,F,"6'1""",201,0,ushs-mn,Eden Prairie High,-,2.51,0.2%,0.71%
2859,Casper Haugen Evensen,F,"5'7""",174,2,"division-1, allsvenskan, j20-elit",BIK Karlskoga,-,3.57,0.2%,0.17%
614,Jaxon Herchak,D,"5'10""",181,0,sjhl,Kindersley Klippers,-,2.82,0.2%,0.85%
2861,Bruno Kallio,F,"6'0""",176,1,u20 sm-liiga,Jokerit U20,-,6.17,0.2%,0.83%
2862,Nathan Cantin,D,"5'7""",165,4,nlb,EHC Chur,-,3.34,0.2%,0.03%
2863,Marek Putala,D,"5'7""",148,5,slovakia2,HK 95 Povazska Bystrica,-,1.8,0.2%,0.01%
2864,Daniel Russell,F,"5'9""",161,5,ncaa,Michigan State Univ.,-,10.73,0.2%,0.25%
2865,Matej Teply,D,"6'1""",185,2,bchl,Brooks Bandits,-,2.5,0.2%,1.01%
2866,Carter Anderson,F,"5'11""",183,3,"sjhl, bchl",Chilliwack Chiefs,-,7.15,0.2%,0.53%
2867,Maxim Eliseev,F,"5'10""",179,1,"u20 sm-liiga, mestis",Jokerit U20,-,5.45,0.2%,0.28%
2868,Ivan Yershov,D,"5'10""",185,2,"khl, mhl",Severstal Cherepovets,-,2.01,0.2%,0.29%
615,Chris Larochelle,F,"5'10""",185,0,usphl-premier,Bakersfield Roughnecks,-,4.17,0.2%,0.45%
616,Dustin Lariviere,D,"6'4""",207,0,gojhl,totals,-,0.77,0.2%,1.12%
2871,Matteo Michels,F,"5'11""",170,2,whl,Brandon Wheat Kings,-,9.37,0.2%,0.74%
2872,Joel Kjellberg,D,"6'0""",190,3,ncaa,Arizona State Univ.,-,5.14,0.2%,0.91%
617,Makar Rulin,F,"6'4""",218,0,"mhl, russia-u18",Lada Togliatti U18,-,0.92,0.2%,0.96%
2874,Nick Peluso,F,"5'8""",174,3,bchl,Brooks Bandits,-,7.37,0.2%,0.17%
618,Dmitri Marfenko,F,"6'1""",165,0,russia-u18,Dynamo-Yunior St. Petersburg U18,-,4.87,0.2%,1.23%
2876,Rasmus Ruusunen,F,"5'11""",185,3,mestis,Ketterä,-,5.98,0.2%,0.23%
2877,Vladislav Starkov,D,"5'10""",163,1,mhl,Loko Yaroslavl,-,2.06,0.2%,0.08%
2878,David Utkin,F,"6'1""",187,2,nahl,totals,-,5.26,0.2%,0.93%
2879,Philipp Krening,F,"6'0""",183,3,"ebel, alpshl",EC Salzburg,-,6.73,0.2%,0.63%
619,Yevgeni Kuzmin,D,"6'4""",201,0,"mhl, russia-u18",MHK Spartak Moskva,-,1.12,0.2%,1.12%
2881,Jirko Tukiainen,D,"6'0""",176,2,u20 sm-liiga,Lukko U20,-,2.38,0.2%,0.18%
2882,Anton Kosolapov,F,"6'1""",190,5,vhl,totals,-,9.75,0.2%,2.75%
2883,Artyom Kuzyakin,F,"6'3""",183,3,vhl,Magnitka Magnitogorsk,-,9.13,0.2%,1.53%
620,Everett Baldwin,D,"6'0""",174,0,"ushs-prep, ushl, usdp",St. George's School,-,2.99,0.2%,0.61%
2885,Ivan Klimovich,F,"6'2""",176,4,"khl, vhl",Zauralie Kurgan,-,10.01,0.2%,2.27%
2886,Ian Moore,D,"6'3""",194,5,"ncaa, ahl",Harvard Univ.,Anaheim Ducks,9.32,0.2%,2.2%
2887,Jackson Edward,D,"6'2""",194,3,"ahl, echl",Providence Bruins,Boston Bruins,6.52,0.2%,1.43%
2888,Pavel Burmistrov,F,"5'11""",161,1,mhl,Loko-76 Yaroslavl,-,2.94,0.2%,0.41%
2889,Victor Schmidt Nielsen,D,"6'0""",183,2,superelit,Frölunda HC J20,-,4.99,0.2%,0.33%
2890,Charles Boutin,F,"5'10""",181,4,usports,McGill Univ.,-,6.99,0.2%,0.35%
2891,Vladislav Tyulenev,D,"6'0""",174,3,vhl,Toros Neftekamsk,-,4.14,0.2%,0.13%
2892,Melvin Pettersson,F,"6'0""",183,2,"division-1, superelit",Mora IK J20,-,5.15,0.2%,0.46%
2893,Braydon Bruce,D,"6'5""",212,1,ohl,Sudbury Wolves,-,1.97,0.2%,1.15%
2894,Jean-Raphael Roy,F,"6'0""",201,3,lnah,Thetford Mines Assurancia,-,6.92,0.2%,0.28%
2895,Carsen Thorson,D,"6'0""",165,3,usphl-premier,Isanti Outlaws,-,2.6,0.2%,0.07%
2896,Aidan Sutter,D,"5'11""",163,4,echl,Wheeling Nailers,-,1.42,0.2%,0.03%
2897,Lukas Mccloskey,D,"6'3""",205,2,"whl, bchl",Wenatchee Wild,-,4.61,0.2%,1.01%
621,Maxim Manuilov,D,"5'10""",170,0,mhl,totals,-,3.02,0.2%,0.43%
2899,Brayden Turley,D,"6'2""",205,1,ohl,North Bay Battalion,-,1.24,0.2%,0.6%
2900,Robert Salamon,F,"6'0""",176,1,romania,Gyergyói HK,-,5.64,0.2%,0.79%
2901,Gabriel Qureshi,D,"5'11""",174,1,ushs-prep,Williston Northampton School,-,1.64,0.2%,0.15%
2902,Pavel Kurapov,D,"6'3""",198,1,nmhl,HK Belgorod,-,0.43,0.2%,0.37%
2903,Tomas Urban,F,"5'11""",183,5,"czech2, czech",HC Plzeň,-,10.61,0.2%,0.84%
622,Dominik Pavlik,F,"6'1""",194,0,"u20 sm-liiga, whl",Kärpät U20,-,2.35,0.2%,0.72%
2905,Ryan Mccleary,D,"6'3""",190,4,echl,Cincinnati Cyclones,Pittsburgh Penguins,2.09,0.2%,1.89%
2906,Abylaikhan Suleimanov,D,"6'1""",170,5,kazakhstan,Nomad Astana,-,3.66,0.2%,0.04%
623,Nikita Semak,D,"6'1""",172,0,mhl,AKM-Junior Tula Region,-,1.61,0.2%,0.54%
2908,Nick Roukounakis,F,"6'2""",225,4,ncaa,Boston Univ.,-,3.78,0.2%,1.0%
2909,Sasha Teleguine,F,"5'11""",194,4,ncaa,Lake Superior State Univ.,-,9.43,0.2%,0.14%
624,Reily Pickford,D,"5'11""",150,0,ajhl,totals,-,2.56,0.2%,0.29%
2911,Cole Miller,F,"6'4""",190,2,whl,Edmonton Oil Kings,-,5.62,0.2%,0.92%
2912,Jacob Toll,D,"6'3""",170,2,ushl,Muskegon Lumberjacks,-,1.73,0.2%,0.2%
2913,Filip Gunnarsson,D,"6'0""",163,4,division-1,Nyköpings SK,-,2.23,0.2%,0.02%
2914,Shane Tronoski,F,"6'0""",194,1,ushs-prep,Northwood School,-,3.0,0.2%,0.51%
2915,Brady Ness,D,"6'4""",216,1,whl,Moose Jaw Warriors,-,0.69,0.2%,0.86%
625,Colin Brodeur,D,"6'2""",216,0,qjaaahl,Cégep de Granby L'Indigo,-,1.25,0.2%,1.39%
2917,Joshua Giuliani,F,"6'1""",176,3,ushl,Dubuque Fighting Saints,-,8.86,0.2%,0.59%
2918,Sebastian Jasecko,D,"6'4""",183,4,"slovakia, slovakia2",totals,-,4.36,0.2%,1.19%
2919,Joey Mugaas,D,"6'2""",190,2,"nahl, bchl",Aberdeen Wings,-,0.65,0.2%,0.58%
626,Vladislav Drozdov,F,"6'4""",198,0,mhl,Russkie Vityazi,-,1.78,0.2%,0.95%
2921,Jack Rimmer,F,"5'11""",185,2,"ojhl, bchl",Collingwood Blues,-,4.48,0.2%,0.47%
2922,Adam Kral,D,"6'3""",181,1,"whl, bchl",Swift Current Broncos,-,1.35,0.2%,0.15%
2923,Akseli Ketonen,D,"5'11""",152,2,u20 sm-liiga,HPK U20,-,2.6,0.2%,0.09%
2924,Emil Edblom,D,"6'0""",165,4,division-2,LN91,-,1.26,0.2%,0.04%
2925,Simon Motew,D,"6'0""",183,4,usports,St. Francis Xavier Univ.,-,6.13,0.2%,0.97%
2926,Luke Janviriya,D,"5'11""",172,1,nahl,Philadelphia Rebels,-,4.08,0.2%,0.39%
2927,Tim Lindfors,F,"6'1""",185,4,liiga,Pelicans,-,10.64,0.2%,0.66%
2928,Saveli Tkach,D,"5'11""",179,2,mhl,Stalnye Lisy Magnitogorsk,-,1.76,0.2%,0.45%
2929,Callum Hughes,F,"6'1""",170,1,"ohl, bchl",Erie Otters,-,5.6,0.2%,0.62%
2930,Keaton Orrey,D,"6'1""",190,1,ushl,Des Moines Buccaneers,-,1.9,0.2%,0.26%
2931,Tyler Duke,D,"5'9""",179,3,ncaa,Univ. of Michigan,-,7.12,0.2%,1.36%
627,Sergei Ivinsky,D,"6'3""",185,0,russia-u18,Olimpiyets Surgut U18,-,1.77,0.2%,0.69%
2933,Karim Kazhibekov,F,"6'2""",185,1,mhl,Snezhnye Barsy Astana,-,5.74,0.2%,0.83%
2934,Nathan Rickey,D,"6'4""",170,3,ncaa,Univ. of Alaska-Fairbanks,-,2.65,0.2%,0.15%
2935,William Shields,F,"5'8""",168,1,qmjhl,Charlottetown Islanders,-,4.7,0.2%,0.23%
2936,Jacob Ivey,F,"6'3""",192,3,ncaa,Army (U.S. Military Academy),-,10.45,0.2%,1.03%
2937,Otto Hokkanen,F,"6'2""",187,3,liiga,SaiPa,-,10.01,0.2%,0.77%
628,Etienne Dupere,F,"6'2""",198,0,qmjhl,totals,-,2.26,0.2%,0.98%
2939,Tuukka Heiskanen,F,"5'10""",174,1,u20 sm-liiga,JYP U20,-,4.55,0.2%,0.44%
2940,Marcel Stefancik,F,"6'1""",179,4,czech2,HC Dukla Jihlava,-,11.98,0.2%,0.54%
2941,Marek Machacek,D,"6'4""",201,1,czech-u20,Bílí Tygři Liberec U20,-,1.97,0.2%,0.9%
2942,Luigi Benincasa,F,"5'9""",157,4,ncaa,Minnesota State Univ. (Mankato),-,9.78,0.2%,0.19%
2943,Blake Matheson,D,"6'1""",192,2,mjhl,Winkler Flyers,-,3.51,0.2%,0.45%
2944,Kian Bell,F,"5'10""",170,4,usports,Acadia Univ.,-,7.86,0.2%,0.4%
629,Jonathan Prud'Homme,D,"5'10""",168,0,qmjhl,Chicoutimi Saguenéens,-,3.54,0.2%,0.48%
2946,Nathan Larioza,D,"6'1""",201,1,bchl,Nanaimo Clippers,-,1.77,0.2%,0.72%
2947,Thim Bojar,D,"6'4""",181,1,"division-2, j20-elit",IFK Arboga,-,1.3,0.2%,0.27%
630,Ivan Neuk,D,"5'11""",183,0,russia-u18,Dynamo-Iceberg U18,-,1.94,0.2%,0.78%
2949,Lukas Bosek,F,"6'0""",181,1,czech-u20,HC Kometa Brno U20,-,4.57,0.2%,0.73%
2950,Nikita Yefremov,D,"6'2""",194,5,"khl, vhl",totals,-,5.27,0.2%,0.34%
2951,Isac Goransson,F,"6'1""",205,4,division-1,IK Pantern,-,7.35,0.2%,0.7%
2952,Dylan Andrews,F,"6'0""",194,3,"qmjhl, mjahl",totals,-,4.6,0.2%,0.43%
2953,Tomas Hora,F,"6'2""",207,2,czech-u20,Mountfield HK U20,-,3.95,0.2%,1.15%
2954,Ruslan Gimbatov,F,"6'6""",207,3,vhl,totals,-,3.26,0.2%,3.69%
2955,Simon Mullen,D,"6'3""",181,1,qmjhl,Moncton Wildcats,-,3.14,0.2%,0.27%
631,Artyom Akhmadullin,F,"6'2""",176,0,mhl,AKM-Junior Tula Region,-,5.57,0.2%,1.16%
2957,Tim Mathys,D,"6'3""",179,2,nlb,EHC Chur,-,4.54,0.2%,0.25%
2958,Sami Paivarinta,F,"5'9""",159,4,liiga,HPK,-,11.46,0.2%,0.28%
632,Trace Frieden,F,"6'3""",181,0,bchl,Cowichan Valley Capitals,-,3.42,0.2%,1.22%
2960,Mitchell Martin,F,"6'4""",205,4,usports,Univ. of Ottawa,-,7.66,0.2%,1.87%
2961,Basile Sansonnens,D,"6'4""",205,1,"wjc-20, qmjhl",Rimouski Océanic,Vancouver Canucks,1.88,0.2%,1.01%
2962,Christian Kim,F,"5'7""",154,2,bchl,Trail Smoke Eaters,-,7.06,0.2%,0.13%
